activation_composition,architecture,mean_test_accuracy,std_test_accuracy,best_test_accuracy,n_trials,epochs,batch_size
"(('relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[5, 7]",0.88216,0.008800363628850791,0.8919,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'), ('relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8789,0.012204917041913883,0.8986,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[7, 5]",0.89638,0.013928589304017842,0.9155,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89896,0.004497377013326751,0.9056,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.89538,0.0038049441520211667,0.901,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.89574,0.006102982877249451,0.905,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'))","[6, 6]",0.8993599999999999,0.0065435770034439145,0.9089,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[6, 6]",0.89394,0.012086786173338238,0.909,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8753,0.008829269505457421,0.8879,5,10,128
"(('relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8878199999999999,0.004557806489968618,0.8937,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8881,0.010832728188226634,0.9004,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8968,0.0036513011379507116,0.901,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[7, 5]",0.89452,0.012532262365590643,0.9031,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.90228,0.006351188865086583,0.9071,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'))","[6, 6]",0.89078,0.008710315723324848,0.8999,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8943,0.008767211643390385,0.9045,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.8932399999999999,0.003575807601088182,0.8962,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.893,0.012515270672262761,0.9061,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8803599999999999,0.007844641483203695,0.8903,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8983799999999998,0.003962524447874099,0.9031,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.88354,0.014210925374513779,0.9004,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8895799999999999,0.009814153045474668,0.9015,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.88978,0.011289180661146299,0.8996,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[5, 7]",0.8742199999999999,0.018760639647943785,0.8892,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu'))","[6, 6]",0.885,0.01626148824677496,0.8989,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8941800000000001,0.003551563036185629,0.8984,5,10,128
"(('tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8901600000000001,0.0023837785132012706,0.8938,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.88728,0.002331008365493343,0.8895,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'), ('relu', 'relu', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8967400000000001,0.005519637669267799,0.905,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8983399999999999,0.0024071559982684963,0.9021,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8854199999999999,0.010183791042632409,0.9003,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.90068,0.007241657268885347,0.9111,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8939199999999999,0.004210653155984245,0.9001,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8759,0.004115823125451337,0.8805,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8999,0.004881393243736864,0.9053,5,10,128
"(('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8779200000000001,0.007653339140532065,0.8871,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8794000000000001,0.004083625839863412,0.884,5,10,128
"(('relu', 'relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.87576,0.011109743471385814,0.8872,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.8914199999999999,0.010363474320902257,0.9058,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.89704,0.005657773413631927,0.9028,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8967,0.004259577443831723,0.9033,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8843,0.013991425945914146,0.8978,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.88658,0.0032871872474807174,0.8925,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89612,0.004194949344151848,0.9029,5,10,128
"(('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8946400000000001,0.006384230572277289,0.901,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8754,0.021940556054940823,0.8905,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.88422,0.012587835397716319,0.9013,5,10,128
"(('softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8877200000000001,0.005922634548914847,0.8954,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.89406,0.007387990254460277,0.9021,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.8879600000000002,0.010781391375884644,0.8973,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8852400000000001,0.004547350877159129,0.8931,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu'), ('relu', 'relu', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8988400000000001,0.00913205343830183,0.911,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[7, 5]",0.9011799999999999,0.013763487930027043,0.9102,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8942399999999999,0.01724025521852851,0.9158,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8934000000000001,0.010541157431705495,0.9122,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[6, 6]",0.8987400000000001,0.009119122764827748,0.9052,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8928,0.006721309396241175,0.9019,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8758800000000001,0.016454713610391396,0.8895,5,10,128
"(('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89918,0.0021692394980729695,0.9026,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[5, 7]",0.8840200000000001,0.005662296353953918,0.8946,5,10,128
"(('relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.88414,0.005401333168764895,0.8913,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8861000000000001,0.007399729724794026,0.8967,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'))","[7, 5]",0.8877199999999998,0.008883107564360587,0.901,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.87884,0.00495281738003734,0.8874,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.88696,0.006633430485050709,0.8943,5,10,128
"(('tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8924,0.005172620225765689,0.8971,5,10,128
"(('relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.89566,0.006781327303706846,0.9075,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.88598,0.017242668007010974,0.902,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8924999999999998,0.006684309986827356,0.9006,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8869,0.013984419902162535,0.9095,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8947200000000001,0.004708885218392994,0.9039,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.89194,0.014278879507860548,0.9073,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8945400000000001,0.005436763743257587,0.9019,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'))","[7, 5]",0.88676,0.008174496926416967,0.9008,5,10,128
"(('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.88598,0.0066898131513518444,0.8923,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.89238,0.01499405215410432,0.9039,5,10,128
"(('relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8867999999999998,0.010560681796172063,0.8963,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[6, 6]",0.8979000000000001,0.00637871460405622,0.9069,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.88414,0.0190995916186708,0.9023,5,10,128
"(('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8746,0.006503845016603651,0.8818,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.90018,0.0050704634896624416,0.9077,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.8876000000000002,0.004942469018618139,0.894,5,10,128
"(('tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8840399999999999,0.006752066350384901,0.8892,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'))","[5, 7]",0.88648,0.0061232017768484345,0.8948,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89338,0.003933141238247104,0.8985,5,10,128
"(('relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8911599999999998,0.004625840464175111,0.8976,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.88506,0.011496886535058079,0.8966,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8908200000000001,0.00974667122662913,0.9008,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'))","[6, 6]",0.8921999999999999,0.013699781020147734,0.9015,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.891,0.008489287367029088,0.8996,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.8953,0.003205620064823671,0.9002,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[5, 7]",0.8838199999999998,0.009308791543481892,0.8964,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8934599999999999,0.009601791499506726,0.9016,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'))","[6, 6]",0.8919,0.008990439366349134,0.9017,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[5, 7]",0.8854799999999999,0.007987339982747697,0.8953,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8845000000000001,0.013108928255200734,0.8934,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8874600000000001,0.004259389627634481,0.893,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8815999999999999,0.008495175101197135,0.8903,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.89076,0.0088060433794071,0.9036,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'))","[6, 6]",0.89062,0.010440957810469267,0.9026,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8947799999999999,0.005445511913493552,0.9013,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.87668,0.02589574482419844,0.9005,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.9000999999999999,0.0026442390209661633,0.9032,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[7, 5]",0.89972,0.01071660393968163,0.9102,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'), ('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.9028600000000001,0.004906974628016747,0.908,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.89114,0.004393904869247831,0.8949,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89774,0.009781329153034351,0.9126,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.90016,0.0033121594164532446,0.9045,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'))","[6, 6]",0.89968,0.008565839129939322,0.9085,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8878400000000001,0.011917650775215742,0.8957,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8979000000000001,0.006786162391219358,0.9051,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.9000400000000001,0.005047217054971969,0.9058,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.89086,0.003303089462911961,0.894,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[5, 7]",0.89022,0.008263994191672681,0.9045,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.88968,0.005483575475909853,0.8994,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8842399999999999,0.00825362950464823,0.8986,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.89574,0.0062659715926582675,0.9068,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[7, 5]",0.88658,0.012138270057961293,0.8976,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.88338,0.010796184511205809,0.8991,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'))","[5, 7]",0.88566,0.0017071613866298544,0.8884,5,10,128
