activation_composition,architecture,mean_test_accuracy,std_test_accuracy,best_test_accuracy,n_trials,epochs,batch_size
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.88552,0.021298488209260304,0.9055,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.89868,0.004905262480234853,0.9057,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'))","[7, 5]",0.88842,0.007937606692196312,0.9007,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.88398,0.010053934553198593,0.8957,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'))","[5, 7]",0.88016,0.018572517330722807,0.8976,5,10,128
"(('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.89864,0.008989460495491375,0.9051,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.89344,0.004828912921144878,0.8991,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.9048,0.003995997997997481,0.9106,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.8898399999999999,0.01194648065331375,0.9085,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8961399999999999,0.003967165234774061,0.9007,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.89666,0.003828628997434961,0.901,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.8863999999999999,0.013755726080436466,0.8985,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'))","[6, 6]",0.90206,0.0043190739748237734,0.9064,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8916999999999999,0.01378956126930801,0.9064,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('relu', 'relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.89926,0.008049993788817484,0.9063,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8814399999999999,0.012766926019994013,0.9014,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.89544,0.01078936513424216,0.9071,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.8916600000000001,0.006364463842304379,0.8985,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'tanh'))","[5, 7]",0.89184,0.004500044444224974,0.8967,5,10,128
"(('tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.89666,0.005438602761739467,0.9048,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.88286,0.004845864216009388,0.8907,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.89354,0.007641361135295217,0.9052,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.90108,0.003409046787593248,0.9065,5,10,128
"(('relu', 'relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.88164,0.002528715088735795,0.8841,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('relu', 'relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.8993399999999999,0.009807670467547323,0.9086,5,10,128
"(('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8775799999999998,0.016444257356293113,0.8881,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.89994,0.006014515774357912,0.909,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('relu', 'relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8895600000000001,0.010440421447432097,0.9068,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'))","[6, 6]",0.90016,0.005833900924767253,0.9045,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8996600000000001,0.004304695111154774,0.9053,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.89954,0.007637434124102149,0.9094,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8942,0.0062074149208829485,0.904,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8912600000000002,0.007958793878471789,0.9038,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'))","[5, 7]",0.8967600000000001,0.00422165844189223,0.9023,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.90398,0.006552678841512072,0.9113,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8953200000000001,0.00670951563080375,0.9064,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.89178,0.009761434320836242,0.9019,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.89144,0.00865577264026732,0.9004,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.88588,0.01807190084080809,0.9043,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'))","[6, 6]",0.9020199999999999,0.0037252650912384857,0.9065,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8882,0.00567697102335392,0.8962,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8797600000000001,0.004674441143067271,0.8878,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87798,0.01616235131408794,0.8971,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8997999999999999,0.004905914797466385,0.9066,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8791399999999999,0.006064189970639121,0.884,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8869,0.006071573107523275,0.8955,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.8827,0.0032600613491159756,0.8885,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.8927799999999999,0.0058958968783383425,0.8985,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'softplus'), ('relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8935600000000001,0.007048006810439394,0.9005,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[7, 5]",0.8966399999999999,0.00629653873171601,0.9031,5,10,128
"(('softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8999600000000001,0.0006800000000000021,0.901,5,10,128
"(('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.8869199999999999,0.004891380173325299,0.8964,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.88246,0.007686507659529123,0.8946,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.89778,0.010613086261780787,0.9106,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.88978,0.011781748596876435,0.9026,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.89204,0.00898033406950991,0.8992,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.88346,0.011624560206734705,0.895,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[7, 5]",0.8962600000000001,0.007176238569055501,0.9061,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.8993800000000001,0.004381963030423682,0.9056,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.89726,0.004257511009968139,0.9014,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.89352,0.00489178903878736,0.8981,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8963999999999999,0.0051150757570147505,0.9025,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.89164,0.005833900924767242,0.901,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8781800000000001,0.00955769846772749,0.886,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8926400000000001,0.007014727364623671,0.902,5,10,128
"(('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'))","[7, 5]",0.8996000000000001,0.004620389593962852,0.908,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8709999999999999,0.018838577440985306,0.8842,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87662,0.01627039028419419,0.8937,5,10,128
"(('tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8844200000000001,0.005961677616241922,0.892,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.89118,0.007531639927665155,0.9032,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.88454,0.015687396214796114,0.9006,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[7, 5]",0.8854599999999999,0.010633644718533692,0.9026,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'tanh'))","[5, 7]",0.8824799999999999,0.010106908528328516,0.8926,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8788,0.012380630032433728,0.8956,5,10,128
"(('softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.88072,0.003509643856575802,0.8866,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.90068,0.004307389000310976,0.9053,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.88164,0.0022150395030337317,0.8842,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8914,0.00506280554633495,0.9004,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89246,0.006023155319265809,0.8981,5,10,128
"(('relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[5, 7]",0.87806,0.009927456874748917,0.8882,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8839,0.00928482633117066,0.8949,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.88932,0.007492502919585678,0.9015,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.8855000000000001,0.007074178397524345,0.894,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.8934200000000001,0.008944137744914244,0.9012,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8852399999999999,0.00877897488320817,0.895,5,10,128
"(('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8923399999999999,0.005992528681616795,0.8979,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.8958999999999999,0.009166678787870764,0.9105,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.89792,0.008884458340270362,0.9086,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.8925199999999999,0.00702492704588452,0.9027,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8811399999999999,0.017625277302783085,0.8977,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[5, 7]",0.8760800000000002,0.01803367960234407,0.9019,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'tanh'))","[5, 7]",0.8955599999999999,0.0009850888284819567,0.8966,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8958,0.004589117562233529,0.9039,5,10,128
"(('relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.86352,0.019301543979692422,0.884,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.88232,0.00687092424641691,0.8925,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.88864,0.005540974643508138,0.8961,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'), ('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.88582,0.011283687340581525,0.8986,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8961399999999999,0.008610830389689485,0.9041,5,10,128
"(('relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[5, 7]",0.8717,0.024029065732982607,0.8932,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.8976200000000001,0.007501306552861296,0.9044,5,10,128
"(('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.87428,0.008049198717884915,0.8843,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'), ('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8763399999999999,0.004951605800142023,0.8831,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh'))","[6, 6]",0.8945599999999999,0.0056965252566806,0.9011,5,10,128
"(('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8932800000000001,0.006073351628219806,0.9028,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8863199999999999,0.019977327148545186,0.9022,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'))","[7, 5]",0.8950800000000001,0.0028791665460685093,0.8999,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.8919,0.005538230764422878,0.8997,5,10,128
"(('relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.88006,0.01020364640704488,0.8923,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89042,0.018883474256608607,0.9075,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8830600000000001,0.02495224238420264,0.9035,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'))","[5, 7]",0.8605600000000001,0.056840851506640866,0.8985,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.89184,0.008220608250001933,0.8984,5,10,128
"(('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.89978,0.005389396997809689,0.9083,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'), ('relu', 'relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8945000000000001,0.004242640687119301,0.8997,5,10,128
"(('relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8797799999999999,0.0017735839421916387,0.8819,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8779399999999999,0.010847783183673954,0.8906,5,10,128
